cells,UMAP1,UMAP2
cy102_CD45neg_CD90neg_S377,13.203398,9.221477
cy102_CD45neg_CD90neg_S382,12.394439,9.761506
cy102_CD45pos_S275,-0.29974154,10.974432
cy112_CD45pos_S35,-1.0641174,5.105864
cy102_CD45pos_S234,1.4579,12.794068
cy102_CD45pos_S282,2.142227,11.567744
cy102_CD45pos_S254,3.9306774,14.161152
cy102_CD45neg_CD90neg_S295,13.604589,9.422763
cy112_CD45neg_CD90neg_S127,11.082085,6.0003114
cy102_CD45pos_S205,1.1877462,9.846081
cy112_CD45pos_S66,-1.9940329,10.581115
cy102_CD45neg_CD90neg_S307,12.398734,9.547079
cy102_CD45neg_CD90neg_S365,13.468362,9.208092
cy102_CD45pos_S200,5.453611,5.410612
cy102_CD45pos_S232,5.2872334,0.7330383
cy102_CD45pos_S236,-0.783944,11.654922
cy112_CD45pos_S83,-0.57054067,11.74259
cy102_CD45neg_CD90neg_S363,12.171404,9.5226555
cy102_CD45neg_CD90neg_S293,12.598078,9.535353
cy102_CD45neg_CD90neg_S300,12.98769,10.338611
cy102_CD45neg_CD90neg_S311,13.141765,9.44457
cy102_CD45neg_CD90neg_S330,11.433538,8.931801
cy102_CD45pos_S240,-1.9184816,12.11646
cy112_CD45neg_CD90neg_S169,11.564707,4.6115236
cy112_CD45neg_CD90neg_S108,10.999245,5.3845763
cy102_CD45pos_S221,-0.15263063,10.540021
cy102_CD45pos_S224,5.569534,1.728937
cy112_CD45pos_S31,0.4032109,5.216102
cy112_CD45neg_CD90neg_S178,10.44417,5.534562
cy102_CD45neg_CD90neg_S291,11.623466,9.626677
cy102_CD45neg_CD90neg_S359,12.625135,9.504726
cy112_CD45pos_S47,0.11584157,5.306497
cy102_CD45neg_CD90neg_S310,12.177815,9.550729
cy102_CD45pos_S206,3.217285,11.130913
cy112_CD45pos_S40,0.24866071,3.9192955
cy102_CD45pos_S279,1.5717762,12.555037
cy102_CD45pos_S278,4.0471854,15.165024
cy102_CD45neg_CD90neg_S319,12.94287,9.619174
cy102_CD45pos_S239,1.9397787,9.421088
cy112_CD45pos_S69,1.3301659,12.945798
cy102_CD45neg_CD90neg_S301,12.000596,9.541989
cy102_CD45neg_CD90neg_S371,13.164652,9.718386
cy102_CD45pos_S219,4.372707,12.207285
cy102_CD45pos_S238,-0.9790667,5.0443997
cy102_CD45pos_S248,6.285041,2.4900346
cy102_CD45pos_S204,4.625976,1.6176128
cy102_CD45neg_CD90neg_S344,12.9214735,9.391152
cy102_CD45pos_S271,4.836193,2.0550241
cy102_CD45neg_CD90neg_S358,13.648251,9.4016485
cy112_CD45pos_S39,0.8591254,4.770722
cy102_CD45pos_S284,4.275449,2.2676616
cy102_CD45neg_CD90neg_S380,12.957439,9.397554
cy102_CD45neg_CD90neg_S370,12.976547,9.404696
cy112_CD45pos_S17,-2.6542068,11.453576
cy102_CD45pos_S261,0.47279513,12.8065405
cy102_CD45neg_CD90neg_S381,13.605459,9.454117
cy102_CD45pos_S259,3.315429,11.147725
cy112_CD45pos_S63,-0.4231384,12.341046
cy102_CD45neg_CD90neg_S354,12.003,9.637938
cy112_CD45neg_CD90neg_S102,11.232039,5.7749114
cy102_CD45neg_CD90neg_S342,12.307219,9.557208
cy102_CD45neg_CD90neg_S334,12.962498,9.552057
cy112_CD45neg_CD90neg_S176,11.146853,5.4600997
cy102_CD45pos_S201,4.7768707,0.3653051
cy102_CD45neg_CD90neg_S302,11.734061,9.488578
cy112_CD45pos_S14,1.1386882,4.7751236
cy102_CD45pos_S283,-1.1674739,5.7089043
cy102_CD45pos_S241,0.97413176,10.512812
cy102_CD45pos_S252,5.387341,5.521146
cy102_CD45pos_S220,6.565303,2.1111495
cy102_CD45pos_S225,13.403205,9.320913
cy102_CD45pos_S198,5.136612,13.065201
cy102_CD45neg_CD90neg_S315,11.667986,9.621301
cy102_CD45pos_S237,4.344094,1.9803295
cy112_CD45pos_S42,-2.2662976,10.857209
cy102_CD45neg_CD90neg_S289,12.053606,9.575874
cy102_CD45pos_S209,4.9365044,13.747199
cy102_CD45neg_CD90neg_S362,13.298968,9.106341
cy102_CD45neg_CD90neg_S314,12.120142,9.489829
cy102_CD45neg_CD90neg_S299,12.819509,9.3414135
cy102_CD45pos_S195,2.5444698,10.42814
cy102_CD45neg_CD90neg_S343,11.980167,9.609452
cy102_CD45pos_S216,5.9737687,3.2165315
cy112_CD45pos_S58,-0.597262,5.006858
cy102_CD45neg_CD90neg_S364,13.474294,9.570982
cy102_CD45pos_S217,5.0165577,0.3130403
cy102_CD45pos_S267,4.5150867,15.024315
cy112_CD45pos_S15,0.8333762,5.099482
cy102_CD45pos_S250,4.977288,0.26049298
cy102_CD45pos_S260,-0.51969534,10.92368
cy102_CD45neg_CD90neg_S335,13.210154,9.877806
cy102_CD45pos_S214,-1.2856554,5.1826673
cy102_CD45neg_CD90neg_S336,13.247442,9.320635
cy102_CD45pos_S228,5.1152916,1.612689
cy102_CD45pos_S202,1.1203228,9.494021
cy102_CD45neg_CD90neg_S323,13.557628,9.584898
cy102_CD45pos_S197,5.413287,5.416811
cy112_CD45neg_CD90neg_S171_9,10.093329,6.3346944
cy102_CD45pos_S247,13.270508,8.703809
cy102_CD45pos_S243,3.7653615,14.416776
cy112_CD45pos_S75,0.99128777,5.2466974
cy102_CD45neg_CD90neg_S374,11.694387,9.758241
cy112_CD45pos_S90,0.3591433,5.054089
cy112_CD45pos_S48,2.737377,13.8413515
cy112_CD45pos_S57,-0.7010027,5.4836006
cy102_CD45pos_S245,1.0188876,10.614772
cy102_CD45neg_CD90neg_S337,11.855389,9.703113
cy102_CD45neg_CD90neg_S327,12.400318,9.324823
cy112_CD45pos_S67,0.69942355,5.083107
cy102_CD45pos_S287,4.5409966,13.83909
cy102_CD45neg_CD90neg_S308,13.203318,9.910742
cy102_CD45neg_CD90neg_S356,12.622616,9.186792
cy112_CD45pos_S28,0.74460924,4.8203416
cy102_CD45neg_CD90neg_S341,12.163204,9.568692
cy102_CD45neg_CD90neg_S361,12.536178,9.612507
cy102_CD45pos_S265,3.3438213,11.20084
cy102_CD45pos_S229,4.4780817,6.4939113
cy102_CD45neg_CD90neg_S383,11.987925,9.450197
cy102_CD45pos_S226,4.3301954,13.886301
cy102_CD45neg_CD90neg_S368,12.67278,9.787149
cy102_CD45neg_CD90neg_S375,11.782723,9.588033
cy102_CD45neg_CD90neg_S366,12.971174,9.585957
cy102_CD45neg_CD90neg_S369,12.683225,9.501618
cy112_CD45pos_S25,0.05852188,12.04817
cy112_CD45pos_S19,-1.4391136,11.702108
cy102_CD45pos_S246,-2.0965152,12.009611
cy102_CD45neg_CD90neg_S350,11.723859,9.74514
cy102_CD45pos_S193,0.6724267,9.413215
cy112_CD45pos_S70,-1.0698888,4.9708743
cy102_CD45neg_CD90neg_S322,13.14769,9.6889515
cy112_CD45neg_CD90neg_S188,10.564076,7.487618
cy102_CD45pos_S263,1.7168757,11.198446
cy102_CD45neg_CD90neg_S339,12.497059,9.13199
cy102_CD45pos_S285,1.465506,11.328137
cy102_CD45neg_CD90neg_S349,11.684178,9.640583
cy102_CD45pos_S256,2.9788916,11.084728
cy112_CD45pos_S95,-1.2211448,11.247298
cy102_CD45pos_S230,0.81643367,11.624329
cy112_CD45pos_S53,-0.55942327,12.89405
cy102_CD45pos_S270,-1.7535856,0.59376824
cy102_CD45neg_CD90neg_S304,13.491722,9.568039
cy102_CD45neg_CD90neg_S320,13.08781,9.5324545
cy102_CD45pos_S281,3.3070288,11.99209
cy102_CD45neg_CD90neg_S351,12.2504425,9.613668
cy102_CD45pos_S208,1.159492,10.376141
cy102_CD45pos_S242,-1.8633438,12.060978
cy102_CD45pos_S269,5.4321218,5.383748
cy102_CD45pos_S218,-1.0345951,11.920802
cy102_CD45neg_CD90neg_S306,12.28203,5.680774
cy102_CD45pos_S210,13.4530525,5.1439714
cy112_CD45neg_CD90neg_S149,10.635567,6.3760605
cy112_CD45pos_S10,2.297528,13.448617
cy102_CD45pos_S255,4.0917215,14.5414715
cy102_CD45neg_CD90neg_S325,12.175635,9.598291
cy112_CD45pos_S43,1.3627328,13.720594
cy102_CD45neg_CD90neg_S367,11.944835,9.64655
cy102_CD45pos_S273,0.7297614,10.525765
cy102_CD45neg_CD90neg_S292,13.341609,9.679352
cy112_CD45pos_S52,1.1739038,10.2500305
cy112_CD45pos_S23,-0.43192375,5.0526505
cy112_CD45pos_S16,0.29859254,5.380439
cy102_CD45neg_CD90neg_S338,11.330386,9.371297
cy102_CD45neg_CD90neg_S328,13.477738,9.356383
cy112_CD45pos_S20,7.4869733,-0.26754847
cy102_CD45pos_S268,2.1291132,9.093716
cy112_CD45pos_S79,-0.3129068,16.108393
cy112_CD45pos_S54,-1.305317,10.268638
cy102_CD45pos_S280,2.07911,10.426547
cy112_CD45pos_S32,-0.16312635,11.0057955
cy102_CD45pos_S213,0.79124457,10.539046
cy102_CD45neg_CD90neg_S296,12.953708,10.160113
cy102_CD45pos_S227,5.4305053,5.5663705
cy112_CD45pos_S64,-0.11990544,4.397189
cy102_CD45neg_CD90neg_S373,13.546429,9.449178
cy102_CD45neg_CD90neg_S347,13.206985,9.6577215
cy102_CD45pos_S215,1.1730793,9.526593
cy102_CD45neg_CD90neg_S353,12.961137,9.580661
cy102_CD45pos_S203,1.0562884,10.485
cy102_CD45neg_CD90neg_S355,12.915777,9.93544
cy102_CD45neg_CD90neg_S352,12.651344,9.406548
cy102_CD45neg_CD90neg_S309,13.064272,9.824468
cy102_CD45neg_CD90neg_S305,12.473742,9.64023
cy112_CD45neg_CD90neg_S129,11.22061,5.229014
cy102_CD45pos_S258,0.39577344,4.9767942
cy112_CD45pos_S92,-2.2626178,9.923288
cy102_CD45pos_S266,3.5865996,12.29173
cy102_CD45neg_CD90neg_S346,12.349757,9.679531
cy112_CD45pos_S1,0.94250625,6.86012
cy102_CD45neg_CD90neg_S294,12.042332,9.447476
cy102_CD45neg_CD90neg_S329,13.141944,9.599482
cy102_CD45pos_S264,3.305965,13.579037
cy102_CD45neg_CD90neg_S303,12.218316,9.585585
cy102_CD45neg_CD90neg_S333,13.487512,9.611227
cy102_CD45pos_S277,4.7381716,13.722019
cy102_CD45pos_S257,1.5026428,10.860832
cy102_CD45pos_S231,0.10417659,5.4523377
cy112_CD45neg_CD90neg_S132,11.571754,4.5489974
cy102_CD45neg_CD90neg_S297,12.735636,10.249348
cy102_CD45neg_CD90neg_S326,12.597968,9.194196
cy102_CD45pos_S251,4.7999196,2.5194218
cy102_CD45neg_CD90neg_S321,13.512633,9.555198
cy106_CD45pos_S277,-1.3190941,5.9697514
cy106_CD45pos_S199,4.5028143,6.446347
cy105_CD45pos_calceinpos_S21,-1.1868176,11.350195
cy106_CD45neg_CD90neg_S363_10,10.217289,8.633647
cy105_CD45pos_calceinpos_S20,-0.1114823,3.6800382
cy106_CD45pos_S220,0.2164592,3.499111
cy106_CD45pos_S239,-0.3245051,4.1205544
cy105_CD45pos_calceinpos_S13,-0.6930898,10.884609
cy105_CD45pos_calceinpos_S94,-1.4091462,5.2227263
cy106_CD45neg_CD90neg_S309_11,9.239546,7.286284
cy106_CD45neg_CD90neg_S378_12,9.657037,9.10134
cy106_CD45pos_S263,-0.76974887,9.441279
cy106_CD45pos_S227,-0.19912504,5.325007
cy106_CD45neg_CD90neg_S333,9.583038,8.453536
cy105_CD45pos_calceinpos_S88,0.39326784,3.913903
cy105_CD45pos_calceinpos_S80,6.1257706,2.8408706
cy106_CD45pos_S194,-0.24956529,4.404864
cy106_CD45neg_CD90neg_S304,9.849593,8.559788
cy105_CD45pos_calceinpos_S54,1.8929313,13.2369375
cy105_CD45pos_calceinpos_S15,5.793367,3.1708817
cy105_CD45neg_calceinpos_S152,9.476815,1.2152305
cy105_CD45pos_calceinpos_S16,0.7361762,12.320799
cy106_CD45pos_S213,-1.0145109,4.6759253
cy106_CD45pos_S280,0.8765098,11.812534
cy105_CD45pos_calceinpos_S90,-0.7929251,11.686407
cy105_CD45pos_calceinpos_S41,-1.5675372,4.9842644
cy105_CD45pos_calceinpos_S71,0.7801214,10.42937
cy105_CD45neg_calceinpos_S179,9.617764,2.1540189
cy105_CD45pos_calceinpos_S9,-2.3827593,11.99541
cy105_CD45pos_calceinpos_S61,-2.4450166,10.705307
cy106_CD45neg_CD90neg_S369,9.966981,7.6045766
cy106_CD45pos_S211,-2.6544654,10.744155
cy106_CD45pos_S269,-2.7345295,12.748082
cy106_CD45neg_CD90neg_S322,9.53803,7.8778563
cy105_CD45pos_calceinpos_S4,-0.4071832,14.201481
cy106_CD45neg_CD90neg_S330,10.488164,8.043919
cy106_CD45neg_CD90neg_S316,10.50677,7.071713
cy105_CD45pos_calceinpos_S75,1.6629958,13.081928
cy105_CD45pos_calceinpos_S49,2.8772163,12.755157
cy105_CD45pos_calceinpos_S3,-2.6708777,11.209147
cy106_CD45pos_S261,-2.4400508,10.059064
cy105_CD45pos_calceinpos_S76,0.23962826,14.408461
cy106_CD45pos_S237,-0.34103778,5.1199374
cy105_CD45pos_calceinpos_S95,-0.81463516,13.893289
cy105_CD45pos_calceinpos_S45,-3.1621137,11.677421
cy105_CD45pos_calceinpos_S6,-1.7950627,11.420175
cy106_CD45pos_S256,-1.3385855,12.380556
cy105_CD45pos_calceinpos_S33,-2.436252,10.907711
cy105_CD45pos_calceinpos_S89,4.9186106,1.3600764
cy105_CD45pos_calceinpos_S93,4.990398,0.34164903
cy106_CD45neg_CD90neg_S292,9.523198,8.899693
cy105_CD45pos_calceinpos_S77,0.2543275,12.0584135
cy106_CD45pos_S216,-1.756442,10.585442
cy105_CD45pos_calceinpos_S73,1.4969374,10.246139
cy105_CD45neg_calceinpos_S192,8.0828,1.9053327
cy105_CD45pos_calceinpos_S82,-0.6873965,11.502476
cy105_CD45pos_calceinpos_S37,2.3660662,13.584327
cy106_CD45neg_CD90neg_S355,9.40253,8.232246
cy106_CD45pos_S234,-1.1791438,5.6114016
cy105_CD45pos_calceinpos_S31,-0.254921,16.277075
cy105_CD45pos_calceinpos_S14,1.9253125,10.0006075
cy105_CD45neg_calceinpos_S190,5.882327,4.998856
cy105_CD45pos_calceinpos_S92,-1.681713,4.939906
cy105_CD45pos_calceinpos_S23,0.98468846,12.859173
cy105_CD45pos_calceinpos_S53,5.6537733,2.938276
cy106_CD45pos_S197,1.9882935,14.670886
cy105_CD45neg_calceinpos_S132,9.981939,8.040894
cy106_CD45neg_CD90neg_S336,9.362028,8.03623
cy106_CD45pos_S285,-2.9281952,11.696401
cy106_CD45pos_S231,-2.0591395,9.816605
cy105_CD45pos_calceinpos_S69,-1.1145047,11.020076
cy106_CD45neg_CD90neg_S317,9.5446415,7.1719565
cy105_CD45pos_calceinpos_S27,-0.97396576,10.413786
cy105_CD45pos_calceinpos_S84,0.06991984,5.7764773
cy105_CD45pos_calceinpos_S60,-2.6537457,12.232043
cy105_CD45pos_calceinpos_S8,-1.2799665,6.0086493
cy105_CD45pos_calceinpos_S42,-1.3518031,11.579605
cy106_CD45neg_CD90neg_S321,9.172564,7.8576427
cy106_CD45neg_CD90neg_S289_13,10.169779,9.035926
cy105_CD45pos_calceinpos_S28,-0.5477026,5.485352
cy105_CD45neg_calceinpos_S189,6.6162477,1.3859184
cy105_CD45pos_calceinpos_S38,-1.5944444,4.8197384
cy105_CD45pos_calceinpos_S26,-2.7948558,11.0018015
cy105_CD45pos_calceinpos_S2,0.3747381,10.066179
cy106_CD45pos_S275,1.7514757,11.687655
cy105_CD45neg_calceinpos_S118,8.315637,5.1902423
cy105_CD45pos_calceinpos_S19,3.0600913,9.230845
cy106_CD45neg_CD90neg_S300,9.703706,8.610158
cy105_CD45pos_calceinpos_S25,0.12367048,9.940455
cy105_CD45pos_calceinpos_S91,-0.51564324,5.620201
cy106_CD45pos_S260,1.5992494,10.094327
cy105_CD45pos_calceinpos_S59,-3.1322498,11.621755
cy106_CD45pos_S283,-1.2467452,4.8282022
cy105_CD45pos_calceinpos_S78,-1.4803705,10.906123
cy105_CD45pos_calceinpos_S7,-1.7297655,10.131754
cy106_CD45pos_S254,0.46261093,5.406089
cy105_CD45pos_calceinpos_S66,-1.5806055,10.970743
cy106_CD45pos_S273,-0.7221515,4.58166
cy106_CD45pos_S222,0.5270223,5.4884534
cy105_CD45pos_calceinpos_S79,0.50541174,9.820739
cy106_CD45pos_S210,0.25160867,5.3949847
cy106_CD45neg_CD90neg_S313,11.583537,7.9796166
cy105_CD45pos_calceinpos_S81,-2.4208572,11.1114
cy105_CD45pos_calceinpos_S64,-0.24988665,13.398456
cy106_CD45neg_CD90neg_S365_14,10.832039,8.85897
cy105_CD45neg_calceinpos_S130,9.280415,1.2817549
cy106_CD45pos_S235,-1.2258198,5.7327805
cy106_CD45neg_CD90neg_S357_15,8.972624,6.852851
cy105_CD45pos_calceinpos_S11,0.54862,9.894435
cy105_CD45neg_calceinpos_S182,9.367701,1.1371604
cy105_CD45pos_calceinpos_S56,-1.030749,11.388086
cy106_CD45pos_S208,0.60048395,5.400491
cy106_CD45neg_CD90neg_S354,10.010645,8.368803
cy105_CD45pos_calceinpos_S40,-2.2433517,11.118325
cy106_CD45pos_S282,-3.080446,11.525515
cy105_CD45pos_calceinpos_S5,2.8887572,13.620176
cy105_CD45pos_calceinpos_S96,1.9692134,12.664246
cy106_CD45pos_S230,-0.76419145,4.6089945
cy105_CD45neg_calceinpos_S191,9.546502,2.0207777
cy105_CD45pos_calceinpos_S50,-1.908165,5.1070747
cy106_CD45pos_S248,1.4584442,10.044086
cy105_CD45pos_calceinpos_S52,-3.1462622,11.774077
cy105_CD45neg_calceinpos_S131,10.03435,8.06497
cy105_CD45pos_calceinpos_S39,-2.9577885,11.938684
cy105_CD45pos_calceinpos_S17,2.066262,13.204828
cy106_CD45pos_S264,-1.9910834,10.6398945
cy105_CD45pos_calceinpos_S87,2.3430662,14.064831
cy105_CD45pos_calceinpos_S29,-2.5596876,11.544758
cy105_CD45pos_calceinpos_S51,-1.5184975,11.376648
cy105_CD45pos_calceinpos_S1,-1.3551888,10.718967
cy105_CD45neg_calceinpos_S108,4.6887007,8.84729
cy106_CD45pos_S252,-1.885355,10.587506
cy106_CD45neg_CD90neg_S380,9.378955,8.537991
cy105_CD45pos_calceinpos_S86,0.45602298,9.826899
cy106_CD45pos_S242,-0.73332417,10.170285
cy105_CD45pos_calceinpos_S18,2.8950496,10.7513275
cy106_CD45neg_CD90neg_S350,10.239119,8.9556875
cy106_CD45neg_CD90neg_S344_16,10.326845,8.545777
cy106_CD45pos_S215,-0.7441091,10.42415
cy106_CD45pos_S193,-1.0794938,9.883263
cy105_CD45pos_calceinpos_S70,0.545018,11.2463
cy106_CD45pos_S262,-0.762223,6.549415
cy106_CD45neg_CD90neg_S306_17,10.051089,9.081571
cy106_CD45pos_S249,-2.0842395,9.625306
cy106_CD45pos_S251,-1.4149579,9.702785
cy106_CD45pos_S250,-0.8641442,6.36694
cy106_CD45pos_S201,-2.488898,12.12831
cy105_CD45pos_calceinpos_S30,-0.78217995,15.367281
cy106_CD45pos_S244,-1.3420199,12.275938
cy105_CD45pos_calceinpos_S85,-1.3888987,11.31034
cy106_CD45neg_CD90neg_S295,9.894664,8.67778
cy105_CD45pos_calceinpos_S55,-2.8152618,11.806978
cy105_CD45pos_calceinpos_S83,-0.7118276,5.304471
cy105_CD45pos_calceinpos_S62,-1.842822,11.162362
cy106_CD45neg_CD90neg_S368,9.94995,8.928828
cy110_CD45neg_CD90neg_S12,7.8685713,8.185028
cy110_CD45neg_CD90neg_S60,7.6846495,7.8412075
cy110_CD45neg_CD90neg_S56,9.201981,7.001158
cy110_CD45neg_CD90neg_S86,9.208382,6.79456
cy98_CD45pos_1_S202,4.19544,15.277933
cy112_CD45neg_CD90neg_S128,12.178447,4.1526055
cy98_CD45pos_1_S200,4.5284524,13.94782
cy98_CD45pos_2_S310,5.5035987,2.2647789
cy98_CD45pos_2_S318,4.1720815,14.534037
cy98_CD45pos_1_S231,5.4302034,5.2732058
cy98_CD45pos_2_S319,4.1363335,14.881684
cy112_CD45neg_CD90neg_S112,13.072161,5.811166
cy110_CD45neg_CD90neg_S11,7.8650646,7.846815
cy110_CD45neg_CD90neg_S29,8.280406,8.113957
cy112_CD45neg_CD90neg_S137,11.146787,5.8607726
cy98_CD45pos_2_S347,4.488415,6.4814267
cy110_CD45neg_CD90neg_S45,7.7128444,7.8338523
cy98_CD45pos_2_S326,4.14899,15.1564
cy98_CD45pos_2_S376,1.4572978,10.258136
cy98_CD45pos_2_S304,1.6874048,16.578197
cy98_CD45pos_2_S315,1.5790433,12.614889
cy98_CD45pos_2_S349,-0.2910364,11.763061
cy98_CD45pos_2_S362,4.58585,6.357543
cy98_CD45pos_1_S233,5.604007,2.8566694
cy110_CD45neg_CD90neg_S72,8.058872,7.718187
cy98_CD45pos_1_S197,0.20345566,14.1300125
cy98_CD45pos_1_S223,5.194125,1.4058181
cy98_CD45pos_1_S201,5.443186,5.103448
cy110_CD45neg_CD90neg_S8,7.9402857,7.7446036
cy98_CD45pos_2_S369,1.8890791,10.463786
cy110_CD45neg_CD90neg_S35,7.918442,8.130504
cy98_CD45pos_1_S240,6.607185,1.0938622
cy110_CD45neg_CD90neg_S42,7.816535,7.9782567
cy98_CD45pos_2_S382,4.1871653,13.756754
cy98_CD45pos_1_S237,-1.9246681,11.786824
cy98_CD45pos_2_S295,3.9966204,14.528934
cy98_CD45pos_1_S236,4.443867,6.447833
cy98_CD45pos_1_S208,4.5467114,6.4129725
cy112_CD45neg_CD90neg_S121,11.402445,5.3476806
cy112_CD45neg_CD90neg_S143,10.806177,5.0878344
cy110_CD45neg_CD90neg_S52,8.254711,9.115702
cy98_CD45pos_2_S345,2.3314314,10.142851
cy110_CD45neg_CD90neg_S61,7.886651,7.9430375
cy98_CD45pos_2_S375,-0.8993059,12.555573
cy98_CD45pos_2_S339,5.6904182,2.2432494
cy112_CD45neg_CD90neg_S110,10.208791,4.984153
cy98_CD45pos_2_S312,-0.2757103,13.834281
cy98_CD45pos_2_S327,4.071672,11.772794
cy98_CD45pos_2_S308,-1.9406043,12.716543
cy98_CD45pos_2_S305,4.4332814,13.850332
cy98_CD45pos_2_S378,3.3622136,15.3171625
cy98_CD45pos_2_S329,3.8908875,15.069069
cy98_CD45pos_2_S332,5.590617,0.9118598
cy98_CD45pos_1_S198,-1.5756025,11.154122
cy110_CD45neg_CD90neg_S7,7.9309607,8.905058
cy98_CD45pos_2_S293,3.305108,13.932189
cy98_CD45pos_1_S212,3.9472513,14.097232
cy110_CD45neg_CD90neg_S34,7.799825,7.7656274
cy112_CD45neg_CD90neg_S126,10.999892,5.2701283
cy98_CD45pos_2_S309,1.8788892,9.789118
cy110_CD45neg_CD90neg_S46,7.7021866,7.7706885
cy110_CD45neg_CD90neg_S78,8.040205,8.99927
cy98_CD45pos_2_S323,4.8247304,11.867008
cy98_CD45pos_1_S216,1.8780526,9.485668
cy98_CD45pos_2_S313,4.4070864,6.567104
cy98_CD45pos_1_S209,6.315715,1.6131256
cy98_CD45pos_2_S351,7.306467,0.59016174
cy98_CD45pos_2_S301,2.753521,14.557517
cy98_CD45pos_1_S219,4.520333,13.752234
cy110_CD45neg_CD90neg_S62,7.8228517,7.9644904
cy98_CD45pos_2_S334,4.2686815,14.895062
cy98_CD45pos_2_S303,-2.0830357,12.681091
cy98_CD45pos_2_S352,4.0979905,14.254164
cy98_CD45pos_2_S292,5.371895,2.480289
cy98_CD45pos_2_S366,1.1614203,10.477971
cy98_CD45pos_1_S204,1.7275634,10.145858
cy112_CD45neg_CD90neg_S170,11.666697,5.4228
cy98_CD45pos_2_S290,3.6503272,13.175903
cy98_CD45pos_1_S218,5.4106226,0.25464812
cy98_CD45pos_2_S360,1.9148364,9.151313
cy98_CD45pos_1_S210,2.4747179,15.170028
cy98_CD45pos_2_S344,2.1828015,12.346855
cy98_CD45pos_2_S335,3.8592918,13.854508
cy110_CD45neg_CD90neg_S74,7.8745856,8.762749
cy110_CD45neg_CD90neg_S26,8.101581,7.9440913
cy112_CD45neg_CD90neg_S171_18,10.758458,5.5098467
cy98_CD45pos_2_S299,3.3301673,13.347556
cy110_CD45neg_CD90neg_S17,8.048018,9.028917
cy98_CD45pos_2_S297,7.1116414,0.76267546
cy98_CD45pos_1_S215,1.4911952,10.705655
cy98_CD45pos_2_S314,2.991035,10.424545
cy98_CD45pos_2_S380,5.62736,2.8966444
cy98_CD45pos_1_S195,4.5248094,13.575912
cy98_CD45pos_2_S356,3.7299888,14.367638
cy98_CD45pos_1_S213,2.4072788,13.340776
cy98_CD45pos_2_S307,2.9465675,11.087613
cy98_CD45pos_2_S300,4.4577107,6.518375
cy98_CD45pos_2_S336,-0.8584335,14.802802
cy98_CD45pos_2_S331,7.1440406,0.6217423
cy98_CD45pos_1_S194,4.663306,12.325129
cy110_CD45neg_CD90neg_S92,7.768807,8.017499
cy98_CD45pos_2_S365,2.1319094,9.489888
cy98_CD45pos_2_S296,3.7089062,12.629359
cy110_CD45neg_CD90neg_S80,7.9906015,9.067043
cy110_CD45neg_CD90neg_S69,8.033703,7.725683
cy110_CD45neg_CD90neg_S79,7.812448,7.6172514
cy98_CD45pos_2_S338,4.3067956,15.194333
cy98_CD45pos_1_S235,3.452994,12.938379
cy110_CD45neg_CD90neg_S64,7.817972,7.9586797
cy98_CD45pos_1_S220,6.2021847,1.6210637
cy98_CD45pos_2_S321,6.770821,1.1133889
cy98_CD45pos_1_S222,4.366658,14.375174
cy98_CD45pos_2_S317,-0.10142687,12.6636505
cy112_CD45neg_CD90neg_S103,10.560633,7.231226
cy98_CD45pos_2_S346,1.9900147,12.888223
cy98_CD45pos_2_S367,4.574104,13.613768
cy112_CD45neg_CD90neg_S97,11.176751,5.4320803
cy110_CD45neg_CD90neg_S43,9.0797,7.167776
cy98_CD45pos_2_S350,6.47684,2.0430613
cy98_CD45pos_2_S373,3.7055457,14.508078
cy98_CD45pos_1_S211,3.96012,11.933576
cy98_CD45pos_2_S363,1.1491121,11.137158
cy98_CD45pos_1_S214,1.8140782,15.01983
cy110_CD45neg_CD90neg_S50,8.026775,8.087135
cy98_CD45pos_1_S239,1.9196696,14.5519705
cy110_CD45neg_CD90neg_S3,7.7347975,7.829032
cy98_CD45pos_1_S226,1.8269612,9.318392
cy110_CD45neg_CD90neg_S54,7.6679783,7.7484713
cy98_CD45pos_1_S196,-1.8010949,0.6274922
cy98_CD45pos_2_S289,3.8155727,13.619212
cy98_CD45pos_2_S348,1.4599482,12.369072
cy98_CD45pos_2_S322,-1.8873428,12.419011
cy98_CD45pos_2_S357,1.4916346,12.489162
cy98_CD45pos_2_S354,12.472399,4.4075813
cy98_CD45pos_2_S379,11.262638,5.9978857
cy98_CD45pos_2_S374,7.2224865,0.6382443
cy98_CD45pos_2_S330,6.473323,1.4172549
cy98_CD45pos_2_S342,3.5359783,14.429653
cy98_CD45pos_2_S311,4.846625,1.7592231
cy98_CD45pos_2_S355,2.0557885,9.440244
cy98_CD45pos_2_S383,3.1106007,12.185999
cy98_CD45pos_2_S368,1.6571738,10.374236
cy98_CD45pos_1_S230,7.3980684,0.44872692
cy98_CD45pos_2_S358,10.884198,7.551728
cy98_CD45pos_1_S193,3.5725167,14.123823
cy98_CD45pos_1_S234,-0.3609883,12.918034
cy98_CD45pos_2_S372,5.53239,5.194362
cy110_CD45neg_CD90neg_S96,9.654997,6.6313887
cy98_CD45pos_2_S340,3.3272455,13.993915
cy98_CD45pos_2_S364,7.312002,0.52235615
cy98_CD45pos_2_S359,4.419137,6.562213
cy110_CD45neg_CD90neg_S95,7.9270554,8.760185
cy98_CD45pos_1_S207,5.572787,1.6720222
cy110_CD45neg_CD90neg_S21,9.442994,6.6436725
