cells,UMAP1,UMAP2
cy79_p5_CD45_pos_PD1_pos_F12_S648_comb,2.1759417,15.084752
Cy72_CD45_B02_S686_comb,-1.9082551,11.955117
CY58_1_CD45_B09_S981_comb,-0.8327274,13.681402
cy80_Cd45_pos_PD1_pos_D02_S86_comb,-1.8030331,11.894038
CY89A_CD45_POS_6_F10_S166_comb,2.8353248,13.699934
cy60_1_cd_45_pos_3_B11_S311_comb,3.063773,15.023905
CY89A_Core_15_B06_S18_comb,3.4322796,14.960321
cy84_Primary_CD45_pos_C06_S414_comb,1.0474712,13.565136
CY89A_CD45_POS_6_G10_S178_comb,-2.8077147,12.535358
cy80_Cd45_pos_PD1_pos_S157_G01_S157_comb,1.545569,12.326552
cy60_1_cd_45_pos_3_C05_S317_comb,2.043486,10.312918
cy84_Met_CD45_pos_B05_S881_comb,2.3098845,9.948135
Cy74_CD45_E04_S436_comb,2.0986993,15.5617695
CY88CD45_150813_B03_S303_comb,0.05475064,11.907803
cy80_CD45_neg_B06_S402_comb,-0.22839858,12.923701
CY94CD45POS_1_C07_S127_comb,0.15898418,10.114795
cy79_p4_CD45_pos_PD1_pos_A10_S298_comb,0.998143,15.423746
Cy81_FNA_CD45_A02_S194_comb,2.143635,10.272841
cy80_CD45_neg_G12_S468_comb,1.5678599,9.293481
cy53_1_CD45_pos_1_D05_S41_comb,-1.1158963,13.074389
cy80_CD45_neg_A07_S391_comb,1.9143932,9.154985
Cy81_FNA_CD45_H12_S288_comb,0.16470593,12.398917
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G09_S273_comb,0.97373074,15.413641
cy79_p5_CD45_pos_PD1_pos_H02_S662_comb,2.417629,16.504751
Cy81_FNA_CD45_A06_S198_comb,-1.5162634,13.634585
Cy74_CD45_F01_S445_comb,2.1224535,14.76684
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H05_S281_comb,-0.26355234,10.650616
cy94_cd45pos_F07_S163_comb,-1.0861508,10.383674
cy79_p4_CD45_pos_PD1_pos_F06_S354_comb,-0.7367342,11.198688
Cy74_CD45_D01_S421_comb,1.7733252,14.699603
Cy72_CD45_B07_S691_comb,-1.3057029,13.259206
Cy81_FNA_CD45_A03_S195_comb,1.6122624,13.407865
Cy81_FNA_CD45_G02_S266_comb,-0.109321505,15.088342
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B06_S210_comb,2.7145064,15.840348
cy80_Cd45_pos_Pd1_neg_S194_A02_S194_comb,-2.6005707,12.324862
Cy81_FNA_CD45_D11_S239_comb,-0.86922526,15.794209
cy80_Cd45_pos_PD1_pos_S161_G05_S161_comb,0.2027465,10.315547
cy72_CD45_pos_E03_S915_comb,-1.9146918,11.7062845
cy80_Cd45_pos_PD1_pos_B06_S42_comb,0.6068369,11.253273
cy79_p5_CD45_pos_PD1_pos_E09_S633_comb,3.1563716,15.400842
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C03_S507_comb,-3.3722193,12.646841
cy80_CD45_pos_PD1_pos_B12_S120_comb,0.602221,10.503973
cy80_Cd45_pos_PD1_pos_S182_H02_S182_comb,0.32169983,10.32156
CY89A_Core_15_G05_S77_comb,3.508434,11.965952
CY89A_CD45_POS_6_C08_S128_comb,3.2678149,15.159831
CY58_1_CD45_F10_S1030_comb,0.43783075,13.883253
Cy81_FNA_CD45_C06_S222_comb,-1.2788169,12.76329
Cy72_CD45_B06_S690_comb,-1.5554191,12.837725
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D07_S235_comb,2.9865353,14.79487
cy94_cd45pos_A06_S102_comb,-0.15982722,11.8148575
cy53_1_CD45_pos_2_A09_S969_comb,2.1235473,10.85899
cy80_CD45_neg_A05_S389_comb,2.1970098,9.319994
cy80_CD45_neg_D03_S423_comb,4.294916,13.855976
cy94_cd45pos_4_D01_S37_comb,0.4052094,9.916889
cy60_1_cd_45_pos_3_D01_S325_comb,0.33102393,11.976093
cy82_CD45_pos_2_A07_S487_comb,0.60363495,14.325196
CY89A_CD45_POS_6_G02_S170_comb,-1.8791811,11.598173
cy53_1_CD45_pos_1_F06_S66_comb,-0.8243747,15.784225
cy53_1_CD45_pos_1_G06_S78_comb,1.4606093,12.771571
CY88CD45_150813_E01_S337_comb,2.3948135,13.92258
cy53_1_CD45_pos_2_G05_S1037_comb,-1.9350009,13.3686905
cy74_CD45_pos_E02_S722_comb,3.0568528,15.707868
CY94CD45POS_1_D09_S141_comb,-1.9164745,10.829576
cy58_1_CD45_pos_F03_S639_comb,1.8640631,14.315974
cy88_cd_45_pos_B07_S403_comb,0.010672221,11.765407
cy88_cd45pos_5_F05_S257_comb,2.4831147,12.389973
CY89A_Core_15_G06_S78_comb,3.4058793,14.364193
CY88CD45POS_7_D05_S233_comb,0.6655497,12.250039
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F09_S453_comb,2.555047,15.25349
cy94_cd45pos_4_H02_S86_comb,0.8984663,12.680805
cy53_1_CD45_neg_D02_S326_comb,-1.264133,13.58754
cy80_CD45_pos_PD1_pos_A06_S102_comb,0.62971467,9.994924
cy84_Primary_CD45_pos_H02_S470_comb,1.0721912,11.0028105
CY88CD45_150813_E03_S339_comb,-0.43080604,11.228713
CY88CD45_150813_E06_S342_comb,0.36415312,12.383228
cy58_1_CD45_pos_C09_S609_comb,0.8443108,14.496268
cy60_1_cd_45_pos_3_A02_S290_comb,2.315449,13.536267
CY89A_CD45_POS_10_H07_S283_comb,-2.6016762,11.955994
cy80_Cd45_pos_PD1_pos_S137_F05_S137_comb,3.9476647,14.919484
cy79_p4_CD45_pos_PD1_pos_E09_S345_comb,0.031818673,9.904388
cy84_Primary_CD45_pos_B11_S407_comb,0.6319546,11.898053
cy80_CD45_pos_PD1_pos_H03_S183_comb,0.35439935,10.996391
cy80_Cd45_pos_Pd1_neg_S340_G04_S340_comb,-2.4983969,11.048179
cy79_p5_CD45_pos_PD1_pos_G05_S653_comb,1.4678378,15.117877
cy88_cd_45_pos_C09_S417_comb,0.29189897,12.1842785
CY88CD45_150813_G02_S362_comb,0.19880548,11.794633
Cy74_CD45_B03_S399_comb,0.25099587,11.6285305
Cy74_CD45_F08_S452_comb,1.9282086,14.404468
cy80_Cd45_pos_Pd1_neg_S224_B08_S224_comb,1.8157766,13.441102
cy79_p5_CD45_pos_PD1_pos_H07_S667_comb,2.2372363,16.272743
CY89A_CD45_POS_6_B08_S116_comb,3.4931693,13.794732
CY89A_CD45_POS_6_B02_S110_comb,3.5215886,13.396529
Cy72_CD45_D01_S709_comb,-1.6574398,12.210762
CY89A_CD45_POS_6_G03_S171_comb,-2.473386,12.497244
Cy74_CD45_G01_S457_comb,-1.9764878,13.477794
cy88_cd_45_pos_C07_S415_comb,1.2066998,14.145092
Cy74_CD45_F02_S446_comb,0.8121282,13.984058
Cy81_FNA_CD45_B08_S212_comb,-1.2774118,12.802067
Cy71_CD45_D12_S528_comb,0.4823904,13.490209
cy79_p3_CD45_pos_PD1_neg_F09_S165_comb,-3.389161,11.83929
cy74_CD45_pos_G11_S755_comb,2.9657617,14.018599
cy72_CD45_pos_C07_S895_comb,-2.6198785,12.610185
cy80_Cd45_pos_PD1_pos_A09_S21_comb,-0.68094414,10.460545
cy88_cd_45_pos_E01_S433_comb,1.1469026,13.347335
cy58_1_CD45_pos_G09_S657_comb,1.4181759,14.061553
cy60_1_cd_45_pos_4_E09_S57_comb,2.0789232,10.079984
CY94CD45POS_1_E12_S156_comb,-2.9022486,11.410009
cy79_p5_CD45_pos_PD1_pos_D03_S615_comb,2.7814586,16.189945
cy58_1_CD45_pos_B07_S595_comb,-1.5119529,13.287399
cy58_1_CD45_pos_D03_S615_comb,-2.2677548,11.796125
cy72_CD45_pos_D10_S910_comb,-2.8733149,12.388918
cy82_CD45_pos_2_A05_S485_comb,2.0879714,9.565295
cy60_1_cd_45_pos_3_G04_S364_comb,0.7106295,11.1868515
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G11_S275_comb,3.1344845,10.905267
cy80_Cd45_pos_PD1_pos_S135_F03_S135_comb,1.4339696,13.067112
cy60_1_cd_45_pos_4_C10_S34_comb,-1.6252679,9.885558
cy74_CD45_pos_C03_S699_comb,0.2839776,13.182516
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_A10_S202_comb,3.7225385,15.35543
cy88_cd_45_pos_G02_S458_comb,1.86826,11.96734
cy58_1_CD45_pos_C11_S611_comb,-2.133333,13.11217
cy60_1_cd_45_pos_4_E02_S50_comb,2.2813597,10.1907015
cy58_1_CD45_pos_G04_S652_comb,1.2275915,11.043443
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C07_S223_comb,0.21268985,10.596646
cy94_cd45pos_A10_S106_comb,-1.6766353,10.762378
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F10_S262_comb,3.0570962,16.156933
cy88_cd_45_pos_H10_S478_comb,0.57105184,11.330044
cy88_cd45pos_5_C03_S219_comb,-0.071037345,11.545386
CY89A_Core_15_C08_S32_comb,-2.907111,11.414226
Cy74_CD45_H06_S474_comb,2.4138377,14.289548
CY89A_Core_15_C09_S33_comb,4.0058775,14.692211
cy80_Cd45_pos_PD1_pos_B01_S37_comb,3.8990324,12.727414
Cy72_CD45_H06_S762_comb,-1.0294952,11.73049
cy80_CD45_neg_E04_S436_comb,-0.84813607,12.678932
cy58_1_CD45_pos_H08_S668_comb,-0.79914236,12.987858
cy94_cd45neg_cd90pos_D02_S326_comb,3.4415827,9.075567
CY89A_CD45_POS_6_D02_S134_comb,4.110965,14.265304
CY88CD45POS_2_D03_S423_comb,-0.17587276,11.975561
cy72_CD45_pos_D07_S907_comb,-2.88647,12.935968
CY88CD45_150813_G07_S367_comb,-0.5652077,9.409328
cy79_p5_CD45_pos_PD1_pos_C07_S607_comb,-2.4467633,12.455513
cy84_Primary_CD45_pos_E04_S436_comb,-1.8643038,11.247953
CY84_PRIM_POS_ALL_7_B11_S215_comb,0.3693903,12.768103
cy74_CD45_pos_C07_S703_comb,3.411312,15.094952
cy80_Cd45_pos_PD1_pos_S140_F08_S140_comb,2.5988111,13.663297
cy60_1_cd_45_pos_3_H04_S376_comb,0.98116636,13.784039
cy79_p4_CD45_pos_PD1_pos_E07_S343_comb,2.9435484,15.0378895
cy82_CD45_pos_1_F08_S548_comb,-2.815788,12.8590555
CY75_1FNA_F01_S541_comb,2.0229907,12.209915
cy80_CD45_neg_H03_S471_comb,1.3370655,9.396213
cy80_CD45_neg_G01_S457_comb,1.028473,12.023371
CY89A_Core_15_H12_S96_comb,-3.2269201,11.78843
cy88_cd_45_pos_F07_S451_comb,-1.8490771,12.181763
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B08_S404_comb,2.4102442,15.528654
CY94CD45POS_1_B09_S117_comb,-0.9412306,11.653081
CY89A_CD45_POS_6_D10_S142_comb,3.6992195,13.158755
cy88_cd_45_pos_H07_S475_comb,2.5710785,14.490711
Cy72_CD45_G01_S745_comb,-1.3139889,14.170037
cy79_p4_CD45_pos_PD1_pos_F01_S349_comb,1.2811905,15.501117
cy84_Primary_CD45_pos_D10_S430_comb,4.573544,14.968553
cy53_1_CD45_pos_2_H08_S1052_comb,-2.433329,13.495807
cy80_CD45_neg_C12_S420_comb,0.5820492,13.125652
cy80_Cd45_pos_PD1_pos_B07_S43_comb,1.1736751,13.204502
Cy74_CD45_H12_S480_comb,1.7861614,15.0801935
cy79_p4_CD45_pos_PD1_pos_C10_S322_comb,0.31738326,10.37731
CY58_1_CD45_G11_S1043_comb,2.899722,14.747311
cy94_cd45neg_cd90pos_C03_S315_comb,-0.6194788,11.621541
cy58_1_CD45_pos_E08_S632_comb,2.7359655,14.684061
CY89COREQ1_B04_S304_comb,-1.8833653,11.274515
cy80_CD45_neg_A12_S396_comb,-0.56239456,13.5669365
CY89FNA_A02_S194_comb,-1.0207762,10.7951
CY58_1_CD45_D04_S1000_comb,-1.5310867,13.0241785
Cy72_CD45_A11_S683_comb,-2.1015859,12.776248
CY89A_Core_15_B05_S17_comb,3.3145964,11.964082
CY94CD45POS_1_H01_S181_comb,-1.8675799,11.443497
Cy81_FNA_CD45_C11_S227_comb,1.9612753,10.484922
cy80_Cd45_pos_Pd1_neg_S265_D01_S265_comb,-2.2369976,10.649452
cy94_cd45pos_D05_S137_comb,-1.8052834,10.657797
Cy71_CD45_F03_S543_comb,0.7630127,15.101522
CY89COREQ1_C03_S315_comb,4.5817175,14.252063
cy72_CD45_pos_A05_S869_comb,-2.7361948,12.613469
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F12_S456_comb,0.9904126,15.60141
CY88CD45POS_2_D11_S431_comb,1.7209663,11.4119835
Cy72_CD45_E10_S730_comb,0.19709994,11.293954
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B09_S213_comb,-0.043952156,11.157583
cy60_1_cd_45_pos_4_B11_S23_comb,0.6141661,12.074629
CY58_1_CD45_F09_S1029_comb,-0.19111702,11.939248
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B12_S408_comb,0.054482628,10.117231
cy60_1_cd_45_pos_3_C07_S319_comb,-0.76792485,12.701602
cy79_p5_CD45_pos_PD1_pos_G12_S660_comb,1.4588648,15.012494
CY94CD45POS_1_A09_S105_comb,-1.1754822,10.654377
cy79_p5_CD45_pos_PD1_pos_E04_S628_comb,1.5041423,15.13953
cy72_CD45_pos_E04_S916_comb,0.40378314,11.937185
cy60_1_cd_45_pos_3_H12_S384_comb,2.8139176,14.115773
cy79_p5_CD45_pos_PD1_pos_B08_S596_comb,1.5438744,15.078536
CY89COREQ1_D01_S325_comb,0.75756216,9.780463
cy80_CD45_neg_F04_S448_comb,-0.8211431,14.02338
CY58_1_CD45_E05_S1013_comb,2.260149,14.824287
Cy71_CD45_C01_S505_comb,12.265801,8.50833
cy80_Cd45_pos_Pd1_neg_S364_H04_S364_comb,-0.9056334,11.652913
CY58_1_CD45_F04_S1024_comb,2.5740614,13.898395
cy94_cd45pos_B11_S119_comb,0.61407226,12.766629
cy79_p4_CD45_pos_PD1_pos_F04_S352_comb,3.3674982,15.93633
cy74_CD45_pos_E03_S723_comb,1.9105338,16.028166
cy53_1_CD45_pos_2_G02_S1034_comb,-0.11713338,13.421829
CY58_1_CD45_F12_S1032_comb,0.7295176,13.389493
CY89COREQ1_D03_S327_comb,-0.25763318,10.521565
cy80_Cd45_pos_PD1_pos_S190_H10_S190_comb,1.7697252,14.160127
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H12_S288_comb,3.3534944,10.195523
cy79_p5_CD45_pos_PD1_pos_H06_S666_comb,2.1092603,15.693123
cy74_CD45_pos_A05_S677_comb,-1.1866359,12.562857
cy79_p5_CD45_pos_PD1_pos_F02_S638_comb,3.560335,15.626305
CY58_1_CD45_G09_S1041_comb,-0.3061514,13.112531
cy84_Primary_CD45_pos_B07_S403_comb,2.6049237,12.68808
cy94_cd45pos_4_A02_S2_comb,3.1903067,13.386818
cy58_1_CD45_pos_F10_S646_comb,0.051928326,13.924609
Cy81_FNA_CD45_F04_S256_comb,2.5678651,13.547439
cy94_cd45pos_D08_S140_comb,-1.310541,10.511076
cy79_p4_CD45_pos_PD1_pos_G05_S365_comb,3.5778885,15.837613
cy84_Primary_CD45_pos_D11_S431_comb,2.0376573,9.792395
CY94CD45POS_1_G04_S172_comb,-1.6653123,10.131461
cy72_CD45_pos_C06_S894_comb,-1.7404901,11.551006
cy58_1_CD45_pos_H09_S669_comb,1.1651977,12.754303
cy60_1_cd_45_pos_4_D10_S46_comb,4.444913,15.091161
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G04_S460_comb,0.7307449,9.933156
Cy74_CD45_G04_S460_comb,-0.18244112,13.80836
cy72_CD45_pos_D08_S908_comb,-2.9376361,11.934279
cy94_cd45pos_4_C11_S35_comb,-1.4267747,10.7381115
CY89A_Core_15_A01_S1_comb,-1.3025826,12.697672
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B01_S397_comb,2.9540675,13.445817
cy88_cd_45_pos_H11_S479_comb,3.0773132,14.771487
CY89COREQ1_E02_S338_comb,3.8976617,14.642981
CY58_1_CD45_C03_S987_comb,-0.2010144,13.000942
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E01_S433_comb,3.1428506,14.575605
CY89A_Core_15_G07_S79_comb,-3.2179415,12.205043
CY94CD45POS_1_H02_S182_comb,-0.9672687,11.098196
cy80_Cd45_pos_Pd1_neg_S337_G01_S337_comb,-1.0348836,11.092029
CY88CD45POS_7_F01_S253_comb,3.5757039,11.36542
cy60_1_cd_45_pos_3_B06_S306_comb,0.5488376,11.731354
cy60_1_cd_45_pos_3_F08_S356_comb,1.6358829,10.714708
cy79_p4_CD45_pos_PD1_pos_G02_S362_comb,0.785211,15.321795
CY89FNA_G10_S274_comb,-1.3335608,10.515595
CY88CD45POS_7_H05_S281_comb,3.0656729,9.710449
Cy72_CD45_F05_S737_comb,-1.3555446,12.444032
cy84_Primary_CD45_pos_B09_S405_comb,-0.16648746,10.687105
CY89A_CD45_POS_6_D04_S136_comb,3.7847617,9.315139
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B03_S399_comb,3.052134,14.70491
CY88CD45POS_7_G05_S269_comb,3.9176304,9.072329
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B08_S212_comb,3.3656492,15.472259
cy60_1_cd_45_pos_3_C03_S315_comb,3.2842839,14.680942
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B02_S206_comb,0.025287462,10.276479
Cy74_CD45_D03_S423_comb,0.22206357,12.419303
cy72_CD45_pos_B02_S878_comb,-2.7207048,12.9445505
cy53_1_CD45_pos_2_B01_S973_comb,1.3777629,13.8059435
cy94_cd45pos_4_C01_S25_comb,-1.2788373,10.730216
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C10_S418_comb,2.5114777,15.224987
cy53_1_CD45_pos_2_B05_S977_comb,-0.046116643,11.634938
cy80_Cd45_pos_PD1_pos_D11_S95_comb,0.32997522,9.659286
cy53_1_CD45_pos_1_D10_S46_comb,0.06728019,15.006941
Cy74_CD45_G03_S459_comb,-0.9626617,12.81568
CY89COREQ1_D10_S334_comb,-2.4340336,12.150041
cy80_Cd45_pos_PD1_pos_A06_S18_comb,0.16035667,11.025193
Cy81_FNA_CD45_A07_S199_comb,0.9542179,13.626335
CY89FNA_C08_S224_comb,3.8368568,14.318541
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D02_S422_comb,2.8906078,14.295472
CY88CD45_150813_G05_S365_comb,-0.23462749,12.066716
cy53_1_CD45_pos_2_F07_S1027_comb,-1.6797692,12.111383
cy94_cd45pos_4_H09_S93_comb,-1.6940626,10.101026
cy53_1_CD45_pos_2_D04_S1000_comb,0.6474328,13.792092
CY89A_CD45_POS_10_G06_S270_comb,3.6081429,12.546025
cy79_p4_CD45_pos_PD1_pos_F02_S350_comb,2.9227626,12.3728695
cy80_Cd45_pos_Pd1_neg_S243_C03_S243_comb,-1.0610542,10.432837
cy74_CD45_pos_G07_S751_comb,2.4540942,14.812363
cy82_CD45_pos_1_H09_S573_comb,-2.4045303,13.098063
cy53_1_CD45_pos_1_C09_S33_comb,-0.39918914,15.64582
cy80_Cd45_pos_PD1_pos_A07_S19_comb,0.9201077,11.028265
Cy72_CD45_B05_S689_comb,-1.011411,11.833918
cy88_cd_45_pos_H06_S474_comb,-0.33785564,11.819386
cy53_1_CD45_pos_2_A02_S962_comb,-2.107807,13.500125
cy74_CD45_pos_F03_S735_comb,1.5950792,15.236246
cy84_Met_CD45_pos_B02_S878_comb,-1.4880352,12.607403
CY58_1_CD45_A07_S967_comb,2.6679616,14.579704
cy80_CD45_pos_PD1_pos_C03_S123_comb,0.57156396,14.187955
CY89A_Core_15_G01_S73_comb,3.109575,15.34672
CY88CD45POS_7_G07_S271_comb,3.737442,10.178975
cy78_CD45_neg_2_A06_S582_comb,-0.5021305,9.510941
cy80_Cd45_pos_Pd1_neg_S226_B10_S226_comb,-0.23218879,12.68233
cy80_CD45_pos_PD1_pos_F04_S160_comb,1.0979311,14.024734
cy80_Cd45_pos_PD1_pos_S166_G10_S166_comb,0.5396264,10.9537525
cy80_CD45_neg_A11_S395_comb,-0.42561582,12.683527
CY58_1_CD45_F03_S1023_comb,-1.9029307,13.004278
CY94CD45POS_1_A02_S98_comb,-1.7307777,10.23654
cy53_1_CD45_pos_1_D04_S40_comb,-0.16014345,15.399066
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F09_S261_comb,2.69078,15.966717
CY89FNA_D07_S235_comb,3.9531069,14.135074
cy80_CD45_pos_PD1_pos_D02_S134_comb,0.31731075,11.185892
CY89COREQ1_D11_S335_comb,3.1458037,14.11981
cy80_Cd45_pos_Pd1_neg_S225_B09_S225_comb,-2.3337762,12.207429
cy74_CD45_pos_F01_S733_comb,2.7228801,14.468215
cy79_p5_CD45_pos_PD1_pos_D04_S616_comb,2.5649345,16.529362
CY89A_CD45_POS_10_A10_S202_comb,-1.0439938,10.895811
cy80_CD45_pos_PD1_pos_C01_S121_comb,1.5665932,13.570984
cy82_CD45_pos_2_A12_S492_comb,0.55393887,13.983698
cy79_p5_CD45_pos_PD1_pos_G08_S656_comb,3.0165617,15.822719
CY89FNA_G02_S266_comb,4.2050385,12.8141365
cy80_Cd45_pos_PD1_pos_S144_F12_S144_comb,0.26962322,12.028108
cy60_1_cd_45_pos_3_E02_S338_comb,1.8775223,10.522694
Cy74_CD45_G08_S464_comb,1.1644183,11.57824
cy79_p4_CD45_pos_PD1_pos_D06_S330_comb,-0.13014373,9.935892
cy72_CD45_pos_B04_S880_comb,-3.0013535,12.967223
cy79_p5_CD45_pos_PD1_pos_E10_S634_comb,3.3105838,13.325829
cy88_cd45pos_5_G02_S266_comb,-0.6562674,12.037119
cy74_CD45_pos_C11_S707_comb,-1.8851746,11.368637
cy84_Met_CD45_pos_B07_S883_comb,-0.8502035,12.174363
CY89A_Core_15_F12_S72_comb,-0.14351358,13.706143
cy94_cd45pos_D06_S138_comb,-2.1275299,10.9589405
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D08_S236_comb,3.0843089,16.09307
Cy72_CD45_F02_S734_comb,-1.6910138,12.641676
Cy74_CD45_E08_S440_comb,0.85256815,14.903209
Cy81_FNA_CD45_C02_S218_comb,0.3183804,10.246357
CY58_1_CD45_A04_S964_comb,1.8534878,15.236215
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F05_S257_comb,2.071799,16.57936
cy82_CD45_pos_2_B02_S494_comb,-0.0070050485,11.954326
cy53_1_CD45_pos_1_B07_S19_comb,1.7516646,13.94835
cy94_cd45pos_G10_S178_comb,-1.7270339,11.096914
cy94_cd45pos_A01_S97_comb,-1.0193818,10.072607
cy74_CD45_pos_E09_S729_comb,2.9147787,16.447254
cy60_1_cd_45_pos_4_D06_S42_comb,0.61529785,12.382296
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F03_S447_comb,2.2029788,14.991847
cy84_Primary_CD45_pos_B10_S406_comb,0.016746102,12.335329
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H01_S1045_comb,1.412879,13.997985
CY88CD45POS_2_C05_S413_comb,1.1916723,11.785947
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F10_S454_comb,1.654637,15.348312
CY75_1FNA_E11_S539_comb,1.0873398,14.4712
CY88CD45_150813_G09_S369_comb,2.4301946,13.885585
CY88CD45_150813_E11_S347_comb,0.26495433,12.0735445
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H07_S283_comb,0.92654616,15.520752
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F03_S255_comb,-0.012659503,9.774713
cy72_CD45_pos_F09_S933_comb,-2.1290116,12.322056
cy53_1_CD45_pos_2_G01_S1033_comb,-0.20724115,12.736799
Cy74_CD45_G07_S463_comb,2.153484,15.117241
cy79_p5_CD45_pos_PD1_pos_E01_S625_comb,2.450091,15.211771
cy60_1_cd_45_pos_4_D07_S43_comb,0.09268812,10.878603
cy58_1_CD45_pos_B05_S593_comb,-1.550526,12.122941
cy58_1_CD45_pos_A10_S586_comb,-0.6863704,9.6978855
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H10_S574_comb,-3.1874452,12.495049
CY94CD45POS_1_F02_S158_comb,-0.4362401,10.9914465
CY89FNA_A01_S193_comb,4.100968,12.347001
CY89A_Core_15_G11_S83_comb,2.5129097,15.754942
CY75_1FNA_H08_S572_comb,0.995117,13.692509
cy94_cd45pos_4_H04_S88_comb,-2.3127959,11.149791
cy80_CD45_neg_H07_S475_comb,3.7486873,14.508697
Cy81_FNA_CD45_A05_S197_comb,-1.0918664,11.196416
cy80_Cd45_pos_PD1_pos_S142_F10_S142_comb,-0.804055,10.472608
cy74_CD45_pos_A07_S679_comb,1.870997,15.557121
cy80_CD45_pos_PD1_pos_F01_S157_comb,1.0254267,12.167563
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E07_S1015_comb,3.058715,15.054843
Cy81_FNA_CD45_A08_S200_comb,1.824883,10.715211
CY88CD45POS_7_F07_S259_comb,0.876409,10.389912
cy80_CD45_pos_PD1_pos_H07_S187_comb,0.6486921,12.902491
cy79_p4_CD45_pos_PD1_pos_G03_S363_comb,1.1813508,15.697994
cy94_cd45pos_G12_S180_comb,-0.74274635,10.999744
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E05_S437_comb,-0.27537712,10.058702
cy80_CD45_pos_PD1_pos_C05_S125_comb,-2.37408,12.139292
cy94_cd45pos_G08_S176_comb,-1.2296716,10.801311
CY94CD45POS_1_C12_S132_comb,-1.889782,10.620209
cy53_1_CD45_pos_1_A11_S11_comb,0.37097517,14.471327
Cy74_CD45_B06_S402_comb,2.1778765,10.393519
cy79_p5_CD45_pos_PD1_pos_F03_S639_comb,2.8108585,16.552725
cy60_1_cd_45_pos_4_G07_S79_comb,-1.1283346,12.448449
Cy74_CD45_H02_S470_comb,2.2281415,14.897006
cy79_p4_CD45_pos_PD1_pos_E01_S337_comb,0.28984362,10.791899
CY58_1_CD45_B08_S980_comb,2.36965,14.893189
cy58_1_CD45_pos_C06_S606_comb,-2.1679578,13.233744
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E08_S440_comb,0.6383447,14.763656
CY89COREQ1_A08_S296_comb,4.357931,14.431913
cy79_p4_CD45_pos_PD1_pos_F03_S351_comb,-1.3432838,6.836386
Cy72_CD45_F07_S739_comb,-1.925641,12.683399
cy88_cd_45_pos_3_F09_S645_comb,2.106109,11.606486
cy72_CD45_pos_F04_S928_comb,-2.5485837,13.254513
Cy71_CD45_C08_S512_comb,-1.0433425,12.487914
cy80_CD45_pos_PD1_pos_C12_S132_comb,-0.3777399,12.073135
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E07_S439_comb,3.7010696,15.874282
cy58_1_CD45_pos_D01_S613_comb,-0.9006946,11.755872
CY75_1FNA_E12_S540_comb,-1.2117417,12.191452
cy53_1_CD45_pos_2_F04_S1024_comb,-0.43950027,13.275019
CY94CD45POS_1_G07_S175_comb,-0.40553346,8.45269
cy79_p4_CD45_pos_PD1_pos_G12_S372_comb,3.7114885,15.662061
cy58_1_CD45_pos_A02_S578_comb,3.2769322,13.385858
CY88CD45POS_7_E01_S241_comb,0.5088033,11.204194
cy80_Cd45_pos_PD1_pos_S110_E02_S110_comb,0.47920346,11.537382
cy94_cd45pos_G02_S170_comb,-0.5405793,10.710324
cy53_1_CD45_pos_2_E07_S1015_comb,-1.6106855,12.2071495
Cy74_CD45_C06_S414_comb,0.788844,14.082221
cy80_CD45_neg_C05_S413_comb,3.0823104,14.033132
